	title	content	category	created_date
144	Врач предупредила об опасных симптомах бессонницы	С некоторыми симптомами бессонницы невозможно справиться без помощи специалиста, рассказал эндокринолог, врач превентивной и интегративной медицины Роман Терушкин. Опасные симптомы бессонницы он назвал в беседе с «Вечерней Москвой».Если сна недостаточно, предупредил врач, у человека не нормализуется и не восстанавливается работа всех систем тела, не перезагружается нервная система, ухудшаются функции памяти и иммунитет, возникает риск развития болезней Паркинсона и Альцгеймера, ухудшается состояние иммунной системы.На то, что бессонница стала хронической и нужна консультация врача, указывают сложности с засыпанием, объяснил врач: человек не засыпает в течение 20 минут, а тратит на это по два-три часа. Кроме того, насторожить должны пробуждения посреди ночи: сон не должен прерываться ради подъемов в туалет или походов к холодильнику. О серьезных проблемах, добавил Терушкин, говорит и слишком ранний подъем: например, когда человек открывает глаза в 3 часа ночи.Если такие ситуации, предостерег специалист, повторяются 3-4 раза в неделю в течение трех месяцев, нужно обратиться за профессиональной помощью к неврологу и терапевту. «Скорее всего, это означает, что из-за хронического стресса организм настолько истощился, выделяя бесконечное количество кортизола, что сбились циркадные ритмы. А это уже одними медитациями и успокаивающими травяными чаями не поправишь», — объяснил Терушкин.Ранее эндокринолог Хадишат Бопхоева раскрыла доступные каждому способы сохранить молодость. По словам Бопхоевой, постоянные стрессы, недовольство, раздражение и другие негативные эмоции являются основным механизмом, запускающим ускоренное старение организма.	Забота о себе	02:12, 5 апреля 2024
145	ПВО сбила более 40 воздушных целей в Ростовской области	Российские силы противовоздушной обороны (ПВО) сбили более 40 целей в Морозовском районе Ростовской области. Об этом сообщил губернатор региона Василий Голубев в Telegram.По его словам, в результате атаки повреждена электроподстанция. «Ведутся работы по восстановлению энергоснабжения», — отметил Голубев.Ранее сообщалось, что Вооруженные силы Украины (ВСУ) устроили массированную атаку БПЛА на Ростовскую область.В конце марта дежурные силы ПВО пресекли попытки ВСУ атаковать территорию Белгородской области при помощи реактивной системы залпового огня (РСЗО) RM-70 «Вампир». Как сообщали в Минобороны РФ, средства ПВО уничтожили 16 снарядов.	Россия	02:26, 5 апреля 2024
146	Напавшего на мурманского губернатора задержал росгвардеец	Мужчину, напавшего на губернатора Мурманской области Андрея Чибиса, задержал сотрудник Росгвардии. Об этом сообщили в пресс-службе руководителя региона, передает РИА Новости.Страж порядка применил табельное оружие и ранил преступника в ногу.Чибис получил ножевое ранение в живот вечером 4 апреля. На него напали в ходе встречи с местными жителями в Апатитах. Состояние политика врачи оценивают как тяжелое.Напавшим на губернатора оказался 42-летний житель Апатит Александр Быданов. Он объяснил дознавателям, что напасть на политика ему приказал голос в голове.	Силовые структуры	02:28, 5 апреля 2024
147	В Китае назвали уловкой слова Зеленского про переговоры	Президент Украины Владимир Зеленский пытается надавить на Запад, заявляя о готовности к мирным переговорам без выхода на границы 1991 года. Такое мнение высказал военный аналитик Лян Юнчунь в эфире Национального радио Китая (CNR).Он пояснил, что подобными заявлениями глава государства хочет добиться новой помощи от союзников. Эксперт напомнил, что европейские страны сократили помощь Киеву, он также лишился финансовой поддержки со стороны США.При этом, указал аналитик, украинские войска оказались в тяжелом положении, а поддерживать ситуацию на фронте в одиночку им не удастся. «Так что просьба о мирных переговорах — это как вынужденная необходимость, вызванная неблагоприятной боевой обстановкой, так и скрытый призыв о помощи, ориентированный на Запад», — утверждает он.Однако Юнчунь усомнился в том, что США поддержат идею переговоров. Он пояснил, что им невыгоден такой вариант, поскольку украинский конфликт позволяет ослаблять одновременно Россию и Европу.В конце марта Зеленский впервые заговорил о переговорах с Москвой без выхода Украины на границы 1991 года. Он допустил, что российский лидер Владимир Путин будет готов к диалогу, если Вооруженные силы Украины смогут выйти на границы 2022 года.	Мир	02:42, 5 апреля 2024
148	Названы два возможных направления выхода конфликта на Украине за пределы страны	Ведущий научный сотрудник Центра исследований проблем безопасности РАН политолог Константин Блохин назвал два возможных направления выхода конфликта на Украине за пределы страны. В беседе с «Лентой.ру» Блохин предположил, что украинский кризис может перейти в Приднестровье и Польшу.Ранее замглавы МИД России Александр Грушко допустил, что конфликт на Украине может выйти за пределы географических рамок республики из-за авантюрных действий НАТО.«Тут два направления, куда может выйти этот конфликт. Первое направление — это Приднестровье и Молдавия с Румынией, второе — это Польша. Вот эти две траектории развития конфликта на Украине возможны», — сказал Блохин.По первому варианту вероятность конфликта есть, так как у нас там есть военная база, и Украина пытается ей нанести максимальный ущерб всеми возможными способами. Вторая линия — поляки хотят восстановить мощь Речи Посполитой. Довольно высока вероятность того, что будет расширяться зона конфликта4 апреля Грушко заявил об ухудшении отношений с альянсом. «НАТО развязала гибридную войну против России. Вашингтон и его сателлиты сделали все, чтобы свести наше взаимодействие и каналы диалога до критического нулевого уровня», — отметил он.До этого официальный представитель МИД России Мария Захарова раскрыла цель НАТО на Украине. По ее мнению, Киев является лишь инструментом альянса в борьбе против России.	Бывший СССР	02:43, 5 апреля 2024
149	Летящий светящийся объект заметили над границей Ирана и Ирака	В небе в районе границы Ирана и Ирака заметили летящий светящийся объект. Видео объекта опубликовано в соцсетях, передает РИА Новости.Уточняется, что сообщения с кадрами появились на фоне обострения напряженности в регионе после авиаудара израильских Военно-воздушных сил (ВВС) по зданию генерального консульства Ирана в Дамаске. «Пояснения, касающиеся сущности этого объекта, пока не были опубликованы», — отметило агентство Jamaran.1 апреля Военно-воздушные силы (ВВС) Израиля нанесли удар по зданию рядом с посольством Ирана в Дамаске. По данным источника иранского издания Tasnim, жертвами атаки стали шесть человек.После этого верховный лидер Ирана Али Хаменеи на иврите обратился к властям Израиля и пригрозил ответом за атаку. По некоторой информации, Иран планирует нанести удар по территории еврейского государства в ближайшие 48 часов.	Мир	03:06, 5 апреля 2024
150	Трамп заявил о готовности созвониться с Путиным по поводу теракта в «Крокусе»	Бывший президент США Дональд Трамп заявил, что позвонил бы главе России Владимиру Путины по поводу теракта в подмосковном «Крокус Сити Холле». Об этом он рассказал в ходе беседы с радиоведущим Хью Хьюиттом, передает РИА Новости.«Я бы позвонил ему. Я бы позвонил ему. Я бы дал ему знать», — сказал политик. При этом он не пояснил, был ли бы этот звонок связан с предупреждениями США о готовящихся терактах в Москве, или он позвонил бы для того, чтобы выразить соболезнования в связи с трагедией.22 марта четверо вооруженных людей ворвались в «Крокус» перед концертом группы «Пикник», открыли стрельбу и подожгли здание. Впоследствии злоумышленники скрылись на автомобиле, их задержали в Брянской области.	Мир	03:19, 5 апреля 2024
151	На Украине заявили о нежелании Германии и США принимать страну в НАТО	Вашингтон и Берлин выступают против приглашения Киева в НАТО. Об этом нежелании двух западных стран видеть Украину в альянсе заявила вице-премьер по вопросам европейской и евроатлантической интеграции Ольга Стефанишина в эфире телеканала «Рада», передает издание «Страна» в Telegram-канале.«Формат приглашения предложила сама Украина как юридическую гарантию вступления в НАТО. Оно есть в повестке дня. Абсолютно все союзники поддерживают это решение, кроме двух», — рассказала Стефанишина.После обнародования информации, по словам Стефанишиной, США и Германия стремятся обратить внимание на другие государства, скептически настроенные к решению пригласить Украину в НАТО. К ним относятся Венгрия и Словакия. «Но ключевая позиция этих двух стран», — подчеркнула украинский политик.По мнению вице-премьера по вопросам европейской и евроатлантической интеграции, Вашингтон и Берлин теперь выбрали позицию против вступления Украины в НАТО, поскольку «это уже не просто разговор, а реальное решение».Ранее американский профессор Джон Миршаймер призвал Украину согласиться на нейтральный статус и прекратить все виды сотрудничества с НАТО. Кроме того, он указал а необходимость прекратить оказывать Украине экономическую и военную помощь.	Мир	00:00, 6 апреля 2024
152	Россиян предупредили о начале активной борьбы с пластиковыми бутылками	В России захотели удвоить объем переработки пластиковых бутылок в 2024 году. Компания Ecoplatform рассчитывает добиться такого результата с помощью своих фандоматов, об этом сообщает ТАСС со ссылкой на слова управляющего партнера Ивана Гусакова.Согласно планам компании, в текущем году объем переработки пластиковых бутылок составит 50 миллионов штук, что в 2,6 раза больше результата 2023 года. Гусаков отметил, что Ecoplatform удается наращивать объем переработки несколько лет подряд. Так, в 2022 году было собрано более 13 миллионов бутылок, а в 2023-м — уже 19 миллионов.Фандомат — специальное устройства для переработки пластика. Их количество в России на конец 2023 года составило 507 единиц. Планируется, что в конце 2024-го число фандоматов вырастет до 2,5 тысячи штук. Компания собирается установить больше устройств в Москве, Санкт-Петербурге, Ленинградской и Мурманской областях, Татарстане и Красноярском крае.Ранее Российский экологический оператор (РЭО) заявил, что в России не собираются полностью запрещать пластик. По словам представителей организации, сейчас страна взяла курс наращивание мощностей по переработке отходов.	Среда обитания	00:05, 6 апреля 2024
153	6 апреля: какой праздник сегодня отмечают в России и мире	"6 апреля в мире отмечают Международный день спорта на благо и развитие мира, а в России — День работника следственных органов МВД. Также 6 апреля считается днем рождения первого московского трамвая. Подробнее о торжествах, приметах и традициях 6 апреля — в материале «Ленты.ру».Фото: Алексей Сухоруков / РИА НовостиПрофессиональный праздник в честь сотрудников следственных органов МВД России ежегодно отмечается 6 апреля. Именно в этот день в 1963 году был введен указ, положивший начало официальной работе следственного аппарата органов внутренних дел. Сегодня следственный аппарат МВД — это самая крупная структура органов предварительного следствия. Его сотрудники расследуют 93 процента всех преступлений.6 апреля 1899 года в Москве запустили первый электрический трамвай. Открытие системы трамвайного движение положило начало новой эпохе развития общественного транспорта в столице. Главное мероприятие праздника — парад трамваев, во время которого исторические вагоны проходят колонной по Лесной улице. В 2024 году мероприятие состоится 6 апреля в 11:00.Фото: Галина Кмит / РИА НовостиПраздник был учрежден по инициативе Генеральной ассамблеи ООН 23 августа 2013 года. Дату выбрали не просто так — 6 апреля 1896 года в Афинах стартовали первые в современной истории Олимпийские игры. Праздник призван популяризировать спорт во всем мире среди самых разных людей. В 2024 году торжество проходит под лозунгом «Спорт для продвижения мирных и инклюзивных сообществ».6 апреля во всем мире празднуют День пасты карбонара. Между прочим, это официальное торжество, учрежденное Международной ассоциацией макаронных изделий. Интересно, что существует множество различных вариаций рецепта карбонары. Кто-то считает, что в рецепте должны быть сливки, кто-то выступает против яиц. Однако почти во всех вариантах карбонара остается очень вкусной.  В честь праздника во многих заведениях это блюдо готовят бесплатно и угощают им всех желающих.Фото: Remo Casilli / Reuters
День разноцветных ленточек;
Международный день асексуальности;
Международный день битвы подушками;
Международный день хождения по огню;
День осведомленности о синдроме Боринга-Опица;
День свежих помидоров в США;
День рыбака в Индонезии.
В дни поминовения усопших, которые также называют Родительскими субботами, в храмах совершают особые службы. Помимо ушедших родственников, верующие вспоминают всех святых христиан, когда-либо живших на земле. Также в этот день принято ходить на кладбища и собираться всей семьей за поминальным столом, чтобы почтить память ушедших близких.На иконе изображена Богоматерь с храмом в руке, который возвышается на высокой (тучной) горе. Долгое время образ хранился в одном из монастырей под Тверью, пока не перешел во владение семьи Волчаниновых. Ее выбрал подрядчик Косьма Волчанинов в качестве награды за хороший ремонт храма.В семье Волчаниновых многие поколения почитали икону, но во второй половине XIX века образ передали в храм, чтобы как можно больше прихожан смогли прикоснуться к святыне. После этого появились многочисленные свидетельства чудес, явленных этой иконой. В настоящее время судьба подлинника «Тучной горы» неизвестна, в 1993 году был создан список, который сегодня хранится в Вознесенском соборе Твери.
День памяти святителя Артемона (Артемия), епископа Селивкии Писидийской, также именуемого Селунским;
День памяти преподобного Захарии монаха, иже в Латре;
День памяти мучеников Стефана и Петра Казанских ;
Шестой день третьей седмицы Великого поста;

Если 6 апреля выпала роса или утром начался дождь, то урожай будет богатым;
Если в этот день выпал снег, то будет большой урожай гречки;
Если жаворонок поет, то потеплеет, а если заблик — похолодает;
Если 6 апреля день жаркий, то еще будут заморозки.
Российская журналистка Маргарита Симоньян (44 года) родилась 6 апреля 1980 года в Краснодаре. В настоящее время работает главным редактором телеканала RT и медиагруппы «Россия сегодня».Пол РаддФото: Jeenah Moon / ReutersАмериканский актер Пол Радд (55 лет) прославился ролями в сериалах «Друзья» и «Парки и зоны отдыха», а также в фильмах «Человек-муравей», «Правила виноделов», «Бестолковые» и многих других. В 2026 году должна состояться премьера фильма «Мстители 5», в котором Пол Радд снова сыграет Человека-муравья.

Денис Клявер (49 лет) — российский певец;
Зак Брафф (49 лет) — американский актер;
DJ  Грув (52 года) — российский диджей;

Кирилл Андреев (53 года) — российский певец, солист группы «Иванушки International»;

Майкл Рукер (68 лет) — американский актер.
"	Россия	00:10, 6 апреля 2024
154	Android позволит превратить смартфон в компьютер	Журналисты издания Android Authority обнаружили в ОС Android продвинутый режим подключения смартфона к монитору в качестве ПК. Об этом сообщается на сайте медиа.В специальном режиме смартфон на Android можно подключить к монитору и клавиатуре и использовать девайс в качестве компьютера. На экране возникнет адаптированный под диагональ экрана интерфейс. Приложения будет открываться в отдельных окнах, которые можно передвигать по экрану и масштабировать по размеру.По словам специалистов, режим фактически позволит превратить мобильное устройство в компьютер, который можно использовать для работы с офисными приложениями или развлечений. Для большего удобства на экране можно расположить два окна одновременно. Интерфейс имеет собственную панель задач, расположенную в верхней части экрана.Журналисты отметили, что многие производители смартфонов добавляют похожие режимы работы в свои устройства — например, DeX от Samsung. Вероятнее всего, новый режим появится в Android 15.В начале апреля стало известно, что в операционной системе Android нового поколения появится пространство Private Space для хранения конфиденциальных данных. Для доступа пользователю необходимо будет ввести пин-код.	Наука и техника	00:10, 6 апреля 2024
155	МИД назвал кощунственным материал Foreign Policy о теракте в «Крокусе»	Министерство иностранных дел (МИД) России назвало кощунственным материал Foreign Policy о теракте в «Крокус Сити Холле». Об этом сообщается на сайте МИД.По словам представителей ведомства, в издании опубликованы статьи, авторы которых пытаются спекулировать на теме межнационального мира в России, обеляют власти Украины а также занимаются дискредитацией работы правоохранительных органов и специальных служб России.«Подобное поведение авторов издания недопустимо, а ссылки на свободу слова и выражения мнений неприемлемы, когда речь идет о личной трагедии сотен людей, безвинно пострадавших от рук террористов», — заявили в МИД.22 марта перед концертом группы «Пикник» в подмосковном «Крокус Сити Холле» террористы открыли стрельбу по мирным людям и подожгли здание. По последним данным, в результате теракта пострадали 695 человек.	Мир	00:14, 6 апреля 2024
156	Министр спорта заявил о недопустимости обличения желающих поехать на ОИ россиян	Министр спорта России Олег Матыцин заступился за представителей страны, которые хотят поехать на Олимпийские игры 2024 года в Париж. Его слова приводит Telegram-канал ведомства.Функционер заявил о недопустимости обличительной риторики в отношении таки спортсменов. «Мы единая спортивная семья, в этот сложный момент необходимо объединиться и с уважением относиться к тем, кто завоевал своим трудом право выступать на Олимпиаде», — заявил Матыцин.По словам министра, сейчас на Россию обращены пристальные взгляды всего мирового спортивного сообщества. «Поэтому особенно важно продемонстрировать пример консолидации, не давать поводов для разобщенности», — заявил Матыцин.Ранее 5 апреля глава Всероссийской федерации художественной гимнастики Ирина Винер сочла, что выступающие на Играх россияне не должны иметь гражданства страны. Президент Олимпийского комитета России Станислав Поздняков в тот же день назвал желающих выступить на Играх российских теннисистов командой иноагентов.	Спорт	00:24, 6 апреля 2024
157	В Чечне запретят слишком быструю и слишком медленную музыку	Министерство культуры Чечни сообщило о решении наложить ограничения на исполняемую в регионе музыку. Об этом сообщает «Грозный-информ».В ходе расширенного совещания с руководителями творческих коллективов глава ведомства Муса Дадаев озвучил окончательное решение, согласованное с главой республики Рамзаном Кадыровым, о запрете слишком быстрой и слишком медленной музыки. Согласно ему, «впредь все музыкальные, вокальные и хореографические произведения должны соответствовать темпу от 80 до 116 ударов в минуту».Кроме того, в министерстве ведется работа по «вопросу соответствия чеченских музыкальных, вокальных, хореографических произведений чеченскому менталитету и музыкальному ритму, исполняемых произведений».«Музыкальная культуры чеченцев была разнообразной по темпу и методике. Мы должны нести в народ и в будущее наших детей — культурное наследие чеченского народа», — подчеркнул Дадаев.В прошлом году экс-министр культуры Чечни Хож-Бауди Дааев пригласил к себе чеченских певцов, публикующих свои выступления в соцсетях, и напомнил им о комиссии, с которой стоит согласовывать репертуар. Комиссия проверяет в том числе аккомпанемент и слова песни. Музыка может выйти «в народ» только после одобрения, заявил министр.Позже в Министерстве культуры Чечни требование согласовывать репертуар песен с комиссией объяснили стремлением сохранить авторитет традиционной чеченской культуры.	Культура	00:25, 6 апреля 2024
158	Поставщика бронежилетов для Минобороны обвинили в махинациях	Поставщика индивидуальных средств бронезащиты для Минобороны России подозревают в махинациях с поставками бронежилетов для бойцов в зоне специальной военной операции (СВО). Об этом пишет «Коммерсантъ» со ссылкой на источники в правоохранительных органах.Глава ООО «ГК «Пикет»» Андрей Есипов арестован на два месяца по подозрению в крупном мошенничестве — бизнесмена обвиняют в том, что при исполнении контракта на 20 тысяч комплектов различных бронежилетов Есипов похитил у Минобороны России два миллиарда рублей.По мнению следствия, Есипов получил для передачи в войска изделия, не соответствующие условиям контракта, но все равно передал их на вооружение по указанной в документах цене. Сам бизнесмен утверждает, что невиновен, а его оговорили бывшие сотрудники предприятия. По его словам, бронежилеты были протестированы в условиях, на которые его компания не могла повлиять, а за его честность якобы готовы поручиться некие генералы, с которыми ему не дали связаться.Ранее оперативники задержали 38-летнего жителя Псковской области, подозреваемого в хищении путем мошенничества 25 миллионов рублей при поставках тактических перчаток. По данным МВД, мужчина был осведомлен о многомиллионном контракте, заключенном между двумя компаниями на поставку тактических перчаток для нужд Минобороны России. Он связался с руководством одной из них и под видом субподрядчика получил аванс по контракту в размере 25 миллионов рублей.	Силовые структуры	00:54, 6 апреля 2024
159	Полицейский вынес на спине инвалида из затопленного дома и попал на видео	«Полиция Оренбуржья» / TelegramСотрудник полиции вынес на спине мужчину с инвалидностью из затопленного после прорыва дамбы дома в Орске. Спасение засняли на видео, его опубликовали в Telegram-канале ГУМВД по Оренбургской области «Полиция Оренбуржья».Также полицейские помогли эвакуироваться из зоны подтопления матери мужчины с ограниченными возможностями, которая проживает с ним в одном доме, а также его любимой кошке.Ранее сообщалось, что в Орск направились 240 спасателей и 113 единиц техники устранять последствия прорыва дамбы. Места прорыва укрепляют с помощью 33 большегрузов и пяти фронтальных погрузчиков.В зоне затопления оказались более четырех тысяч домов и более десяти тысяч жителей, сообщили в мэрии города. Население эвакуируют.	Россия	01:02, 6 апреля 2024
160	Блинкен предупредил ЕС и НАТО об усилении помощи России со стороны Китая	Госсекретарь США Энтони Блинкен на встрече с представителями Европейского союза (ЕС) и НАТО предупредил их об усилении помощи России со стороны Китая. Об этом сообщает Financial Times (FT) со ссылкой на источники.Блинкен заявил, что КНР оказывает российскому оборонно-промышленному комплексу (ОПК) помощь «в тревожащих масштабах». Он подчеркнул, что Пекин предоставляет Москве «инструменты, материалы и техническую экспертизу».По его словам, поддержка китайской стороны особенно направлена на российское производство оптического оборудования и ракетного топлива. Также Пекин оказывает помощь космическому сектору, добавил Блинкен. Он заявил, что это «угрожает другим странам».Американский госсекретарь призвал страны НАТО и ЕС высказать свои опасения непосредственно КНР. Также он заявил о необходимости публично заявить об углублении сотрудничества. Блинкен добавил, что следует принять соответствующие меры в отношении организаций и компаний, которые укрепляют промышленную базу России.В марте председатель КНР Си Цзиньпин в рамках Форума развития Китая в Пекине провел встречу с главами 20 крупных американских компаний и советов по деловому партнерству между двумя странами. Си Цзиньпин попытался уговорить представителей крупнейших корпораций США сохранить доверие к планам и обещаниям Пекина.	Мир	01:07, 6 апреля 2024
161	В Харькове произошли взрывы	Несколько взрывов произошло в Харькове. Об этом сообщил мэр города Игорь Терехов в своем Telegram-канале.По состоянию на 00:30 по московскому времени Днепропетровской, Николаевской, Полтавской, Сумской и Харьковской областях Украины действует воздушная тревога.Ранее 5 апреля в Харькове также произошел мощный взрыв. «В Харькове слышны взрывы! Будьте осторожны!» — сообщал Терехов. Кроме того, взрывы были слышны в подконтрольном киевским властям Запорожье.24 февраля 2022 года президент России Владимир Путин объявил о начале специальной операции в Донбассе. Таким образом, по его словам, Москва отреагировала на просьбы о военной помощи глав Донецкой и Луганской народных республик.	Бывший СССР	01:11, 6 апреля 2024
162	Посол оценил возможность дальнейшего сотрудничества России и Финляндии	Хельсинки и Москва не смогут вернуться к прежнему формату сотрудничества. Финляндия стала частью агрессивного блока НАТО, рассказал посол РФ в Финляндии Павел Кузнецов, пишет ТАСС.«Рано или поздно связи между странами начнут восстанавливаться. Однако, произойдет это не так скоро, как хотелось бы. Здесь все будет зависеть уже не столько от Хельсинки, который во многом утратил свою самостоятельность», — отметил он.По словам Кузнецова, в любом случае возврата к прежнему формату сотрудничества не будет с учетом того, что Финляндия — член НАТО.Посол также указал на то, что демонтаж двусторонних отношений России с Финляндией стал результатом односторонних действий финских властей. Очень часто они даже выходили за рамки санкционных установок Брюсселя.Ранее военный обозреватель и основатель сайта Military Russia Дмитрий Корнев рассказал, что милитаризация Финляндии не стала неожиданностью для России, Москва готовилась к этому.По его словам, Россия приняла меры для купирования угрозы. Сюда можно включить создание двух новых военных округов.В свою очередь, постоянный представитель России при международных организациях в Вене Михаил Ульянов заявлял, что Финляндия не получила выгоду от вступления в НАТО, страна оказалась в сложном положении.	Мир	01:23, 6 апреля 2024
